ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE_YEARS,EMPLOYMENT_YEARS,IS_UNEMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,WORST_STATUS,MONTHS_HISTORY
5008893,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,37
5008894,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,37
5008895,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,35
5008896,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008897,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008898,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,21
5008899,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008900,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,21
5008901,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008902,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008903,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008904,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008905,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008906,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008907,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008908,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008909,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008910,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008911,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008912,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,21
5008913,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008914,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,19
5008915,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008916,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,18
5008917,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008918,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,17
5008919,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,16
5008920,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,16
5008921,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,14
5008922,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,14
5008923,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,13
5008924,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,13
5008925,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,13
5008926,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,12
5008927,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,10
5008928,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,1,10
5008929,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,8
5008930,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,7
5008931,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,6
5008932,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,6
5008933,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,6
5008934,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,5
5008935,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,5
5008936,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,4
5008937,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,2
5008938,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,2
5008939,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,1
5008940,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,0,2
5008941,0,0,1,0,297000.0,0,4,3,4,42.5,8.9,True,1,0,0,0,8,1.0,1,-1,8
5008942,0,0,0,0,157500.0,0,1,1,1,37.3,13.3,True,1,0,1,0,6,2.0,1,1,16
5008943,0,0,0,0,157500.0,0,1,1,1,37.3,13.3,True,1,0,1,0,6,2.0,1,-1,15
5008944,0,0,0,0,157500.0,0,1,1,1,37.3,13.3,True,1,0,1,0,6,2.0,1,1,16
5008945,0,0,0,0,157500.0,0,1,1,1,37.3,13.3,True,1,0,1,0,6,2.0,1,1,16
5008946,0,0,0,0,157500.0,0,1,1,1,37.3,13.3,True,1,0,1,0,6,2.0,1,1,16
5008947,1,0,1,0,135000.0,4,4,1,1,42.4,3.9,True,1,1,1,0,4,2.0,1,-1,13
5008948,1,0,1,0,135000.0,4,4,1,1,42.4,3.9,True,1,1,1,0,4,2.0,1,-1,13
5008949,1,0,1,0,135000.0,4,4,1,1,42.4,3.9,True,1,1,1,0,4,2.0,1,-1,1
5008950,1,0,1,0,135000.0,4,4,1,1,42.4,3.9,True,1,1,1,0,4,2.0,1,-1,13
5008951,1,0,1,1,225000.0,4,4,1,1,28.3,7.7,True,1,0,0,0,12,3.0,1,0,46
5008952,1,0,1,1,225000.0,4,4,1,1,28.3,7.7,True,1,0,0,0,12,3.0,1,-1,46
5008953,1,0,1,1,225000.0,4,4,1,1,28.3,7.7,True,1,0,0,0,12,3.0,1,-1,28
5008954,1,0,1,1,225000.0,4,4,1,1,28.3,7.7,True,1,0,0,0,12,3.0,1,0,6
5008955,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,5
5008956,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,40
5008957,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,40
5008958,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,4
5008959,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,16
5008960,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,29
5008962,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,27
5008963,0,1,1,0,135000.0,4,4,1,1,48.7,4.7,True,1,0,0,0,8,2.0,1,0,39
5008966,1,0,1,0,157500.0,4,4,1,1,43.9,2.4,True,1,0,1,0,12,2.0,1,1,16
5008967,1,0,1,0,157500.0,4,4,1,1,43.9,2.4,True,1,0,1,0,12,2.0,1,0,22
5008971,1,0,1,0,157500.0,4,4,1,1,43.9,2.4,True,1,0,1,0,12,2.0,1,0,5
5008973,1,0,1,0,157500.0,4,4,1,1,43.9,2.4,True,1,0,1,0,12,2.0,1,0,5
5008974,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,0,3
5008975,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,1,22
5008976,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,0,2
5008977,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,0,24
5008978,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,1,22
5008979,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,0,38
5008980,0,0,1,0,112500.0,1,4,1,1,61.1,0.0,False,1,0,0,0,12,2.0,1,0,51
5008981,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,-1,11
5008983,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,-1,12
5008984,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,-1,59
5008986,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,-1,11
5008987,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,0,11
5008988,1,1,1,0,112500.0,2,4,1,1,57.1,6.5,True,1,0,1,0,4,2.0,1,-1,17
5008991,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,29
5008992,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,7
5008993,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,18
5008994,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,20
5008995,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,19
5112861,0,1,1,0,270000.0,4,4,2,1,45.4,3.3,True,1,1,1,0,1,1.0,1,0,20
5008998,0,1,1,0,270000.0,4,1,1,1,29.1,2.3,True,1,0,0,1,10,2.0,1,-1,4
5008999,0,1,1,0,270000.0,4,1,1,1,29.1,2.3,True,1,0,0,1,10,2.0,1,-1,4
5009000,1,1,1,0,157500.0,4,4,1,1,27.2,2.3,True,1,0,0,0,4,2.0,1,0,23
5009001,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009002,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009005,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009006,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,11
5009007,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,11
5009008,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009009,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,11
5009010,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009012,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,6
5009014,1,0,1,0,166500.0,4,4,1,1,51.8,17.2,True,1,1,1,0,8,2.0,1,0,7
5009016,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,25
5009018,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,13
5009019,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,33
5009020,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,25
5009022,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,40
5009023,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,36
5009024,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,9
5009025,0,0,1,2,216000.0,2,1,1,1,42.3,8.5,True,1,0,0,1,12,4.0,1,0,34
5009027,0,1,1,0,270000.0,0,4,1,1,54.4,29.7,True,1,0,0,1,8,2.0,1,0,22
5112862,0,1,1,0,270000.0,0,4,1,1,54.4,29.7,True,1,0,0,1,8,2.0,1,0,29
5009028,0,1,1,0,225000.0,0,4,1,1,39.6,7.6,True,1,0,0,0,8,2.0,1,1,11
5009029,0,1,1,0,225000.0,0,4,1,1,39.6,7.6,True,1,0,0,0,8,2.0,1,-1,16
5009031,0,0,1,0,315000.0,4,4,3,1,28.9,3.3,True,1,0,0,0,0,1.0,1,0,14
5009032,0,0,1,0,315000.0,4,4,3,1,28.9,3.3,True,1,0,0,0,0,1.0,1,0,14
5009033,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,17
5009034,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,18
5009035,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,6
5009036,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,19
5009037,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,20
5009038,0,0,0,0,255150.0,1,2,0,4,51.1,0.0,False,1,0,0,0,12,2.0,1,0,13
5009039,0,0,1,2,157500.0,4,4,3,1,39.2,1.5,True,1,0,0,0,3,3.0,1,0,9
5009040,0,0,1,2,157500.0,4,4,3,1,39.2,1.5,True,1,0,0,0,3,3.0,1,0,4
5009042,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,0,21
5009043,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,0,19
5009044,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,1,15
5009045,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,1,15
5009046,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,0,8
5009047,0,0,1,0,148500.0,4,1,1,1,48.3,2.4,True,1,0,0,0,3,2.0,1,0,12
5009050,0,0,1,2,202500.0,4,1,1,1,30.1,6.3,True,1,0,0,1,3,4.0,1,0,14
5009051,0,0,1,2,202500.0,4,1,1,1,30.1,6.3,True,1,0,0,1,3,4.0,1,1,43
5009052,0,0,1,2,202500.0,4,1,1,1,30.1,6.3,True,1,0,0,1,3,4.0,1,0,48
5009053,0,0,1,2,202500.0,4,1,1,1,30.1,6.3,True,1,0,0,1,3,4.0,1,0,14
5009055,0,0,1,2,202500.0,4,1,1,1,30.1,6.3,True,1,0,0,1,3,4.0,1,0,14
5009056,1,0,1,0,202500.0,4,4,3,1,24.3,2.4,True,1,1,0,0,4,1.0,1,0,10
5009057,1,0,1,0,202500.0,4,4,3,1,24.3,2.4,True,1,1,0,0,4,1.0,1,0,10
5009058,0,1,1,0,112500.0,0,4,3,1,20.5,2.2,True,1,0,1,1,13,1.0,1,-1,1
5009060,0,0,1,0,94500.0,1,1,1,1,61.1,0.0,False,1,0,1,0,12,2.0,1,0,4
5009062,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,38
5009063,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,28
5009064,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,-1,5
5009065,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,-1,11
5009066,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,16
5009067,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,5
5009068,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,23
5009069,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,36
5009070,1,1,1,0,315000.0,4,4,0,1,28.6,5.7,True,1,0,0,0,15,2.0,1,0,38
5009071,0,1,1,0,270000.0,0,2,0,2,28.1,8.7,True,1,0,1,1,6,2.0,1,0,21
5009072,0,1,1,0,270000.0,0,2,0,2,28.1,8.7,True,1,0,1,1,6,2.0,1,0,24
5009074,0,1,1,1,450000.0,2,1,1,1,48.5,1.9,True,1,0,1,1,3,3.0,1,0,23
5009075,0,1,1,1,450000.0,2,1,1,1,48.5,1.9,True,1,0,1,1,3,3.0,1,0,24
5009078,1,0,1,1,180000.0,4,4,1,5,38.7,3.5,True,1,0,0,0,4,3.0,1,0,31
5009079,0,0,1,0,112500.0,4,1,0,1,27.6,8.7,True,1,0,0,1,8,2.0,1,0,44
5009080,0,0,1,0,112500.0,4,1,0,1,27.6,8.7,True,1,0,0,1,8,2.0,1,1,16
5009081,0,0,1,0,112500.0,4,1,0,1,27.6,8.7,True,1,0,0,1,8,2.0,1,0,17
5009083,1,0,1,0,90000.0,4,4,1,1,56.2,15.7,True,1,0,0,0,4,2.0,1,-1,48
5009084,1,0,1,0,90000.0,4,4,1,1,56.2,15.7,True,1,0,0,0,4,2.0,1,0,3
5009088,1,1,0,2,202500.0,0,1,1,1,40.3,8.2,True,1,0,0,0,8,4.0,1,0,41
5009089,1,1,0,2,202500.0,0,1,1,1,40.3,8.2,True,1,0,0,0,8,4.0,1,0,40
5009090,1,1,1,0,247500.0,4,4,1,1,34.6,11.0,True,1,0,0,0,4,2.0,1,0,14
5009092,1,1,1,1,765000.0,4,1,1,1,33.4,3.3,True,1,1,0,0,10,3.0,1,1,4
5009094,1,1,1,1,765000.0,4,1,1,1,33.4,3.3,True,1,1,0,0,10,3.0,1,0,4
5009095,1,1,1,1,765000.0,4,1,1,1,33.4,3.3,True,1,1,0,0,10,3.0,1,0,4
